,original_title,runtime,vote_average,release_year,genre
6699,The Shaggy Dog,98,4.6,2006,Comedy
6699,The Shaggy Dog,98,4.6,2006,Family
6700,Stormbreaker,93,5.0,2006,Adventure
6700,Stormbreaker,93,5.0,2006,Action
6700,Stormbreaker,93,5.0,2006,Family
6701,Madea's Family Reunion,110,6.0,2006,Drama
6701,Madea's Family Reunion,110,6.0,2006,Comedy
6701,Madea's Family Reunion,110,6.0,2006,Romance
6702,Home of the Brave,106,5.7,2006,Action
6702,Home of the Brave,106,5.7,2006,Drama
6703,Half Light,110,5.9,2006,Thriller
6704,Little Children,136,6.3,2006,Romance
6704,Little Children,136,6.3,2006,Drama
6705,The Benchwarmers,80,5.4,2006,Comedy
6706,Catch a Fire,101,6.3,2006,Action
6706,Catch a Fire,101,6.3,2006,Drama
6706,Catch a Fire,101,6.3,2006,Thriller
6707,Charlotte's Web,97,6.0,2006,Comedy
6707,Charlotte's Web,97,6.0,2006,Family
6707,Charlotte's Web,97,6.0,2006,Fantasy
6708,Take the Lead,108,6.4,2006,Music
6709,Zoom,83,5.1,2006,Fantasy
6709,Zoom,83,5.1,2006,Comedy
6709,Zoom,83,5.1,2006,Family
6710,Dr. Dolittle 3,95,4.8,2006,Comedy
6710,Dr. Dolittle 3,95,4.8,2006,Family
6710,Dr. Dolittle 3,95,4.8,2006,Fantasy
6711,Barbie Fairytopia: Mermaidia,75,6.3,2006,Animation
6711,Barbie Fairytopia: Mermaidia,75,6.3,2006,Family
6711,Barbie Fairytopia: Mermaidia,75,6.3,2006,Adventure
6711,Barbie Fairytopia: Mermaidia,75,6.3,2006,Fantasy
6712,Mater and the Ghostlight,7,6.4,2006,Animation
6712,Mater and the Ghostlight,7,6.4,2006,Family
6713,I'll Always Know What You Did Last Summer,92,3.8,2006,Horror
6714,Aquamarine,104,5.9,2006,Fantasy
6714,Aquamarine,104,5.9,2006,Romance
6714,Aquamarine,104,5.9,2006,Family
6714,Aquamarine,104,5.9,2006,Comedy
6715,The Librarian: Return to King Solomon's Mines,92,5.7,2006,Fantasy
6715,The Librarian: Return to King Solomon's Mines,92,5.7,2006,Action
6715,The Librarian: Return to King Solomon's Mines,92,5.7,2006,Adventure
6716,Shadow Man,91,4.6,2006,Action
6716,Shadow Man,91,4.6,2006,Adventure
6716,Shadow Man,91,4.6,2006,Thriller
6717,Rescue Dawn,126,6.6,2006,Adventure
6717,Rescue Dawn,126,6.6,2006,Drama
6717,Rescue Dawn,126,6.6,2006,War
6718,The Wind That Shakes the Barley,124,6.5,2006,Drama
6718,The Wind That Shakes the Barley,124,6.5,2006,History
6718,The Wind That Shakes the Barley,124,6.5,2006,War
6719,Big Nothing,86,6.5,2006,Drama
6719,Big Nothing,86,6.5,2006,Action
6719,Big Nothing,86,6.5,2006,Comedy
6719,Big Nothing,86,6.5,2006,Thriller
6719,Big Nothing,86,6.5,2006,Crime
6720,16 Blocks,105,6.1,2006,Action
6720,16 Blocks,105,6.1,2006,Adventure
6720,16 Blocks,105,6.1,2006,Crime
6720,16 Blocks,105,6.1,2006,Thriller
6721,Scoop,96,6.2,2006,Comedy
6721,Scoop,96,6.2,2006,Mystery
6722,Calibre 45,101,5.2,2006,Drama
6722,Calibre 45,101,5.2,2006,Crime
6722,Calibre 45,101,5.2,2006,Thriller
6723,Last Holiday,112,6.4,2006,Adventure
6723,Last Holiday,112,6.4,2006,Comedy
6723,Last Holiday,112,6.4,2006,Drama
6724,The Last Kiss,115,5.5,2006,Comedy
6724,The Last Kiss,115,5.5,2006,Drama
6724,The Last Kiss,115,5.5,2006,Romance
6725,Notes on a Scandal,92,6.3,2006,Drama
6725,Notes on a Scandal,92,6.3,2006,Romance
6726,United 93,111,6.6,2006,Drama
6726,United 93,111,6.6,2006,History
6726,United 93,111,6.6,2006,Crime
6726,United 93,111,6.6,2006,Thriller
6726,United 93,111,6.6,2006,Action
6727,Kidulthood,89,6.5,2006,Drama
6728,DOA: Dead or Alive,87,4.9,2006,Adventure
6728,DOA: Dead or Alive,87,4.9,2006,Action
6728,DOA: Dead or Alive,87,4.9,2006,Thriller
6729,Something New,99,6.2,2006,Comedy
6729,Something New,99,6.2,2006,Drama
6729,Something New,99,6.2,2006,Romance
6730,The Queen,103,6.6,2006,Drama
6731,The Thief Lord,98,5.7,2006,Adventure
6731,The Thief Lord,98,5.7,2006,Family
6731,The Thief Lord,98,5.7,2006,Foreign
6732,The Sentinel,108,5.6,2006,Action
6732,The Sentinel,108,5.6,2006,Thriller
6732,The Sentinel,108,5.6,2006,Crime
6733,Man About Town,96,4.8,2006,Comedy
6733,Man About Town,96,4.8,2006,Drama
6733,Man About Town,96,4.8,2006,Romance
6734,The Good German,108,5.8,2006,War
6734,The Good German,108,5.8,2006,Crime
6734,The Good German,108,5.8,2006,Drama
6734,The Good German,108,5.8,2006,Mystery
6734,The Good German,108,5.8,2006,Romance
6735,Flyboys,140,6.1,2006,Action
6735,Flyboys,140,6.1,2006,Adventure
6735,Flyboys,140,6.1,2006,Drama
6735,Flyboys,140,6.1,2006,History
6735,Flyboys,140,6.1,2006,Romance
6736,Lifted,5,7.7,2006,Animation
6736,Lifted,5,7.7,2006,Family
6737,My Super Ex-Girlfriend,95,4.9,2006,Fantasy
6737,My Super Ex-Girlfriend,95,4.9,2006,Drama
6737,My Super Ex-Girlfriend,95,4.9,2006,Action
6737,My Super Ex-Girlfriend,95,4.9,2006,Comedy
6737,My Super Ex-Girlfriend,95,4.9,2006,Crime
6738,Running Scared,122,6.8,2006,Action
6738,Running Scared,122,6.8,2006,Crime
6738,Running Scared,122,6.8,2006,Drama
6738,Running Scared,122,6.8,2006,Thriller
6739,No Time for Nuts,7,7.4,2006,Adventure
6739,No Time for Nuts,7,7.4,2006,Animation
6739,No Time for Nuts,7,7.4,2006,Family
6740,Breaking and Entering,129,6.5,2006,Drama
6740,Breaking and Entering,129,6.5,2006,Romance
6741,Wendy Wu: Homecoming Warrior,90,5.4,2006,Action
6741,Wendy Wu: Homecoming Warrior,90,5.4,2006,Adventure
6741,Wendy Wu: Homecoming Warrior,90,5.4,2006,Family
6741,Wendy Wu: Homecoming Warrior,90,5.4,2006,TV Movie
6742,Lonely Hearts,108,5.9,2006,Drama
6742,Lonely Hearts,108,5.9,2006,Thriller
6742,Lonely Hearts,108,5.9,2006,Crime
6742,Lonely Hearts,108,5.9,2006,Romance
6743,Fauteuils d'orchestre,106,6.2,2006,Romance
6743,Fauteuils d'orchestre,106,6.2,2006,Comedy
6743,Fauteuils d'orchestre,106,6.2,2006,Drama
6743,Fauteuils d'orchestre,106,6.2,2006,Foreign
6744,Shooting Dogs,115,6.5,2006,Drama
6744,Shooting Dogs,115,6.5,2006,History
6745,Catch and Release,111,6.0,2006,Comedy
6745,Catch and Release,111,6.0,2006,Drama
6745,Catch and Release,111,6.0,2006,Romance
6746,The Grudge 2,102,5.3,2006,Horror
6746,The Grudge 2,102,5.3,2006,Thriller
6747,The Texas Chainsaw Massacre: The Beginning,91,5.7,2006,Horror
6748,Like Minds,110,6.6,2006,Mystery
6748,Like Minds,110,6.6,2006,Thriller
6748,Like Minds,110,6.6,2006,Crime
6748,Like Minds,110,6.6,2006,Horror
6749,Altered,88,4.7,2006,Horror
6749,Altered,88,4.7,2006,Science Fiction
6749,Altered,88,4.7,2006,Thriller
6750,Severance,96,6.3,2006,Horror
6750,Severance,96,6.3,2006,Comedy
6750,Severance,96,6.3,2006,Thriller
6751,Second In Command,91,5.1,2006,Action
6751,Second In Command,91,5.1,2006,Adventure
6751,Second In Command,91,5.1,2006,Thriller
6752,Cashback,102,6.7,2006,Drama
6752,Cashback,102,6.7,2006,Comedy
6752,Cashback,102,6.7,2006,Romance
6753,10th & Wolf,107,6.0,2006,Action
6753,10th & Wolf,107,6.0,2006,Crime
6753,10th & Wolf,107,6.0,2006,Drama
6753,10th & Wolf,107,6.0,2006,Mystery
6753,10th & Wolf,107,6.0,2006,Thriller
6754,Copying Beethoven,104,5.9,2006,Drama
6755,Firewall,105,5.4,2006,Thriller
6756,Seraphim Falls,115,5.8,2006,Western
6756,Seraphim Falls,115,5.8,2006,Drama
6757,10 Items or Less,81,6.8,2006,Comedy
6757,10 Items or Less,81,6.8,2006,Drama
6758,The Ultimate Gift,114,6.8,2006,Romance
6758,The Ultimate Gift,114,6.8,2006,Drama
6758,The Ultimate Gift,114,6.8,2006,Family
6759,Eating Out 2: Sloppy Seconds,79,5.7,2006,Comedy
6759,Eating Out 2: Sloppy Seconds,79,5.7,2006,Romance
6760,The Little Matchgirl,7,6.5,2006,Drama
6760,The Little Matchgirl,7,6.5,2006,Animation
6761,Everyone's Hero,88,5.6,2006,Action
6761,Everyone's Hero,88,5.6,2006,Adventure
6761,Everyone's Hero,88,5.6,2006,Animation
6761,Everyone's Hero,88,5.6,2006,Comedy
6761,Everyone's Hero,88,5.6,2006,Drama
6762,Sherrybaby,96,6.5,2006,Drama
6763,Alatriste,145,5.7,2006,Action
6764,Tenacious D in The Pick of Destiny,93,6.2,2006,Comedy
6764,Tenacious D in The Pick of Destiny,93,6.2,2006,Music
6765,Hollywoodland,126,6.1,2006,Drama
6765,Hollywoodland,126,6.1,2006,Thriller
6765,Hollywoodland,126,6.1,2006,Crime
6766,Ultimate Avengers,72,6.4,2006,Action
6766,Ultimate Avengers,72,6.4,2006,Animation
6766,Ultimate Avengers,72,6.4,2006,Science Fiction
6767,The Night Listener,91,4.7,2006,Drama
6767,The Night Listener,91,4.7,2006,Thriller
6768,Man of the Year,115,5.4,2006,Comedy
6768,Man of the Year,115,5.4,2006,Drama
6768,Man of the Year,115,5.4,2006,Romance
6768,Man of the Year,115,5.4,2006,Thriller
6769,Nos jours heureux,103,7.1,2006,Comedy
6769,Nos jours heureux,103,7.1,2006,Family
6770,The Covenant,97,5.2,2006,Action
6770,The Covenant,97,5.2,2006,Adventure
6770,The Covenant,97,5.2,2006,Fantasy
6770,The Covenant,97,5.2,2006,Horror
6770,The Covenant,97,5.2,2006,Science Fiction
6771,Hellboy Animated: Sword of Storms,73,5.5,2006,TV Movie
6771,Hellboy Animated: Sword of Storms,73,5.5,2006,Fantasy
6771,Hellboy Animated: Sword of Storms,73,5.5,2006,Animation
6771,Hellboy Animated: Sword of Storms,73,5.5,2006,Action
6771,Hellboy Animated: Sword of Storms,73,5.5,2006,Thriller
6772,Behind Enemy Lines II: Axis of Evil,96,4.7,2006,Action
6772,Behind Enemy Lines II: Axis of Evil,96,4.7,2006,Adventure
6772,Behind Enemy Lines II: Axis of Evil,96,4.7,2006,Thriller
6773,Jeff Dunham: Arguing with Myself,76,6.4,2006,Comedy
6774,Find Me Guilty,125,6.3,2006,Drama
6774,Find Me Guilty,125,6.3,2006,Action
6774,Find Me Guilty,125,6.3,2006,Comedy
6774,Find Me Guilty,125,6.3,2006,Crime
6775,Rest Stop,80,5.0,2006,Horror
6775,Rest Stop,80,5.0,2006,Thriller
6776,NapolÃ©on (et moi),110,4.9,2006,Comedy
6776,NapolÃ©on (et moi),110,4.9,2006,War
6776,NapolÃ©on (et moi),110,4.9,2006,History
6777,La tourneuse de pages,85,6.5,2006,Drama
6777,La tourneuse de pages,85,6.5,2006,Music
6778,Happily N'Ever After,75,4.4,2006,Fantasy
6778,Happily N'Ever After,75,4.4,2006,Animation
6778,Happily N'Ever After,75,4.4,2006,Comedy
6778,Happily N'Ever After,75,4.4,2006,Science Fiction
6778,Happily N'Ever After,75,4.4,2006,Family
6779,The Oh in Ohio,88,5.6,2006,Comedy
6779,The Oh in Ohio,88,5.6,2006,Drama
6779,The Oh in Ohio,88,5.6,2006,Romance
6780,Elephants Dream,11,6.0,2006,Animation
6780,Elephants Dream,11,6.0,2006,Science Fiction
6781,When a Stranger Calls,87,5.4,2006,Horror
6781,When a Stranger Calls,87,5.4,2006,Thriller
6782,Infamous,110,5.5,2006,Drama
6783,Another Gay Movie,92,5.1,2006,Comedy
6783,Another Gay Movie,92,5.1,2006,Romance
6784,Skinwalkers,110,4.6,2006,Fantasy
6784,Skinwalkers,110,4.6,2006,Action
6784,Skinwalkers,110,4.6,2006,Horror
6785,Love and Other Disasters,91,5.7,2006,Comedy
6785,Love and Other Disasters,91,5.7,2006,Romance
6786,Dhoom 2,147,6.5,2006,Drama
6786,Dhoom 2,147,6.5,2006,Action
6786,Dhoom 2,147,6.5,2006,Thriller
6786,Dhoom 2,147,6.5,2006,Crime
6787,Black Christmas,84,5.3,2006,Horror
6787,Black Christmas,84,5.3,2006,Thriller
6788,The Astronaut Farmer,104,6.2,2006,Adventure
6788,The Astronaut Farmer,104,6.2,2006,Comedy
6788,The Astronaut Farmer,104,6.2,2006,Drama
6788,The Astronaut Farmer,104,6.2,2006,Science Fiction
6789,La Sconosciuta,118,7.5,2006,Drama
6789,La Sconosciuta,118,7.5,2006,Mystery
6790,Fast Food Nation,116,5.7,2006,Comedy
6790,Fast Food Nation,116,5.7,2006,Drama
6790,Fast Food Nation,116,5.7,2006,Thriller
6791,Slipp Jimmy Fri,86,4.9,2006,Animation
6791,Slipp Jimmy Fri,86,4.9,2006,Comedy
6791,Slipp Jimmy Fri,86,4.9,2006,Foreign
6792,Sweeney Todd,90,6.4,2006,Drama
6792,Sweeney Todd,90,6.4,2006,Horror
6792,Sweeney Todd,90,6.4,2006,Thriller
6792,Sweeney Todd,90,6.4,2006,Music
6793,Fido,91,6.7,2006,Romance
6793,Fido,91,6.7,2006,Comedy
6793,Fido,91,6.7,2006,Drama
6793,Fido,91,6.7,2006,Horror
6794,The Abandoned,99,5.2,2006,Horror
6794,The Abandoned,99,5.2,2006,Thriller
6795,ATL,105,5.3,2006,Drama
6796,Half Nelson,107,6.2,2006,Drama
6797,Bug,102,5.6,2006,Horror
6797,Bug,102,5.6,2006,Thriller
6798,Hard Luck,101,5.3,2006,Crime
6798,Hard Luck,101,5.3,2006,Drama
6798,Hard Luck,101,5.3,2006,Thriller
6799,Lady in the Water,110,5.2,2006,Drama
6799,Lady in the Water,110,5.2,2006,Thriller
6799,Lady in the Water,110,5.2,2006,Fantasy
6799,Lady in the Water,110,5.2,2006,Mystery
6800,Unaccompanied Minors,90,5.3,2006,Comedy
6800,Unaccompanied Minors,90,5.3,2006,Family
6801,Peaceful Warrior,120,7.3,2006,Drama
6801,Peaceful Warrior,120,7.3,2006,Romance
6802,Behind the Mask: The Rise of Leslie Vernon,92,6.6,2006,Comedy
6802,Behind the Mask: The Rise of Leslie Vernon,92,6.6,2006,Horror
6802,Behind the Mask: The Rise of Leslie Vernon,92,6.6,2006,Thriller
6803,Loving Annabelle,76,6.6,2006,Drama
6803,Loving Annabelle,76,6.6,2006,Romance
6804,The Detonator,91,4.4,2006,Action
6804,The Detonator,91,4.4,2006,Thriller
6805,Material Girls,97,4.8,2006,Comedy
6805,Material Girls,97,4.8,2006,Drama
6805,Material Girls,97,4.8,2006,Romance
6806,London to Brighton,85,6.0,2006,Action
6806,London to Brighton,85,6.0,2006,Crime
6806,London to Brighton,85,6.0,2006,Drama
6806,London to Brighton,85,6.0,2006,Foreign
6806,London to Brighton,85,6.0,2006,Thriller
6807,Gridiron Gang,125,6.5,2006,Action
6807,Gridiron Gang,125,6.5,2006,Adventure
6807,Gridiron Gang,125,6.5,2006,Crime
6807,Gridiron Gang,125,6.5,2006,Drama
6808,Art School Confidential,102,6.3,2006,Comedy
6808,Art School Confidential,102,6.3,2006,Drama
6809,Black Sheep,87,5.5,2006,Horror
6809,Black Sheep,87,5.5,2006,Comedy
6810,Unrest,88,5.2,2006,Horror
6811,2:37,91,7.2,2006,Drama
6812,Wristcutters: A Love Story,88,6.4,2006,Comedy
6812,Wristcutters: A Love Story,88,6.4,2006,Drama
6812,Wristcutters: A Love Story,88,6.4,2006,Fantasy
6812,Wristcutters: A Love Story,88,6.4,2006,Romance
6813,Irresistible,103,5.6,2006,Drama
6813,Irresistible,103,5.6,2006,Mystery
6813,Irresistible,103,5.6,2006,Thriller
6814,Driving Lessons,98,6.3,2006,Comedy
6814,Driving Lessons,98,6.3,2006,Drama
6814,Driving Lessons,98,6.3,2006,Foreign
6815,é»‘ç¤¾ä¼š2ï¼šä»¥å’Œä¸ºè´µ,92,7.0,2006,Drama
6815,é»‘ç¤¾ä¼š2ï¼šä»¥å’Œä¸ºè´µ,92,7.0,2006,Crime
6816,Gone,88,5.1,2006,Crime
6816,Gone,88,5.1,2006,Drama
6816,Gone,88,5.1,2006,Horror
6816,Gone,88,5.1,2006,Mystery
6816,Gone,88,5.1,2006,Thriller
6817,Ask the Dust,117,5.2,2006,Drama
6817,Ask the Dust,117,5.2,2006,Romance
6818,Krrish,154,5.6,2006,Action
6818,Krrish,154,5.6,2006,Science Fiction
6819,Poultrygeist: Night of the Chicken Dead,103,5.1,2006,Comedy
6819,Poultrygeist: Night of the Chicken Dead,103,5.1,2006,Horror
6820,Minotaur,93,3.4,2006,Horror
6820,Minotaur,93,3.4,2006,Adventure
6820,Minotaur,93,3.4,2006,Fantasy
6821,Facing the Giants,111,6.8,2006,Drama
6822,La Doublure,85,6.1,2006,Comedy
6823,The Ex,90,5.0,2006,Comedy
6823,The Ex,90,5.0,2006,Romance
6824,Cow Belles,90,5.1,2006,TV Movie
6824,Cow Belles,90,5.1,2006,Comedy
6824,Cow Belles,90,5.1,2006,Family
6824,Cow Belles,90,5.1,2006,Romance
6825,Bernard and Doris,103,6.2,2006,Comedy
6825,Bernard and Doris,103,6.2,2006,Drama
6826,See No Evil,84,4.7,2006,Horror
6826,See No Evil,84,4.7,2006,Thriller
6827,Hogfather,185,6.9,2006,Drama
6827,Hogfather,185,6.9,2006,Fantasy
6828,Slaughtered Vomit Dolls,71,3.0,2006,Horror
6829,The Lost Room,270,7.2,2006,Action
6829,The Lost Room,270,7.2,2006,Fantasy
6829,The Lost Room,270,7.2,2006,Mystery
6830,Away from Her,110,6.6,2006,Drama
6830,Away from Her,110,6.6,2006,Romance
6831,Red Road,105,6.1,2006,Drama
6831,Red Road,105,6.1,2006,Thriller
6832,The History Boys,109,5.6,2006,Comedy
6832,The History Boys,109,5.6,2006,Drama
6833,PokÃ©mon Ranger and the Temple of the Sea,107,5.7,2006,Animation
6833,PokÃ©mon Ranger and the Temple of the Sea,107,5.7,2006,Family
6833,PokÃ©mon Ranger and the Temple of the Sea,107,5.7,2006,Foreign
6834,Starter for 10,92,6.7,2006,Drama
6834,Starter for 10,92,6.7,2006,Comedy
6834,Starter for 10,92,6.7,2006,Romance
6835,The Secret,90,5.4,2006,Documentary
6836,The Namesake,122,7.0,2006,Drama
6837,The Land Before Time XII: The Great Day of the Flyers,77,6.5,2006,Animation
6837,The Land Before Time XII: The Great Day of the Flyers,77,6.5,2006,Family
6837,The Land Before Time XII: The Great Day of the Flyers,77,6.5,2006,Science Fiction
6838,An Inconvenient Truth,100,6.5,2006,Documentary
6839,Let's Go to Prison,84,5.4,2006,Comedy
6839,Let's Go to Prison,84,5.4,2006,Crime
6840,Flight 93,89,6.2,2006,Drama
6841,Inland Empire,172,6.8,2006,Horror
6841,Inland Empire,172,6.8,2006,Drama
6841,Inland Empire,172,6.8,2006,Mystery
6841,Inland Empire,172,6.8,2006,Thriller
6842,Wilderness,94,6.1,2006,Horror
6842,Wilderness,94,6.1,2006,Action
6842,Wilderness,94,6.1,2006,Thriller
6843,Alien Autopsy,95,5.5,2006,Comedy
6843,Alien Autopsy,95,5.5,2006,Science Fiction
6844,Like Mike 2: Streetball,96,3.8,2006,Comedy
6844,Like Mike 2: Streetball,96,3.8,2006,Drama
6844,Like Mike 2: Streetball,96,3.8,2006,Family
6845,Relative Strangers,84,5.4,2006,Comedy
6846,Tekkon kinkurÃ®to,103,7.5,2006,Action
6846,Tekkon kinkurÃ®to,103,7.5,2006,Adventure
6846,Tekkon kinkurÃ®to,103,7.5,2006,Animation
6847,Cocaine Cowboys,118,7.1,2006,Action
6847,Cocaine Cowboys,118,7.1,2006,Documentary
6848,Return to Halloweentown,88,5.2,2006,Adventure
6848,Return to Halloweentown,88,5.2,2006,Comedy
6848,Return to Halloweentown,88,5.2,2006,Family
6848,Return to Halloweentown,88,5.2,2006,Fantasy
6848,Return to Halloweentown,88,5.2,2006,TV Movie
6849,Barbie in the 12 Dancing Princesses,83,6.8,2006,Animation
6849,Barbie in the 12 Dancing Princesses,83,6.8,2006,Family
6850,The Net 2.0,95,5.0,2006,Action
6850,The Net 2.0,95,5.0,2006,Drama
6850,The Net 2.0,95,5.0,2006,Thriller
6851,This Is England,101,7.1,2006,Drama
6851,This Is England,101,7.1,2006,Crime
6852,Simon Says,87,5.7,2006,Horror
6852,Simon Says,87,5.7,2006,Thriller
6853,The Alibi,90,5.3,2006,Romance
6853,The Alibi,90,5.3,2006,Comedy
6853,The Alibi,90,5.3,2006,Drama
6854,The Cutting Edge: Going for the Gold,98,5.8,2006,Comedy
6854,The Cutting Edge: Going for the Gold,98,5.8,2006,Drama
6854,The Cutting Edge: Going for the Gold,98,5.8,2006,Romance
6855,Outsourced,102,6.1,2006,Comedy
6855,Outsourced,102,6.1,2006,Drama
6855,Outsourced,102,6.1,2006,Romance
6856,The Hamiltons,86,4.9,2006,Drama
6856,The Hamiltons,86,4.9,2006,Horror
6856,The Hamiltons,86,4.9,2006,Thriller
6857,School for Scoundrels,100,5.5,2006,Comedy
6857,School for Scoundrels,100,5.5,2006,Drama
6857,School for Scoundrels,100,5.5,2006,Romance
6858,A Guide To Recognizing Your Saints,104,6.7,2006,Crime
6858,A Guide To Recognizing Your Saints,104,6.7,2006,Drama
6859,Annapolis,108,5.8,2006,Drama
6860,Attack Force,94,6.3,2006,Action
6860,Attack Force,94,6.3,2006,Thriller
6861,IndigÃ¨nes,128,6.7,2006,Drama
6861,IndigÃ¨nes,128,6.7,2006,History
6861,IndigÃ¨nes,128,6.7,2006,War
6862,Blind Dating,99,6.3,2006,Comedy
6863,Daft Punk's Electroma,74,6.7,2006,Science Fiction
6864,Jesse Stone: Night Passage,89,6.3,2006,Drama
6864,Jesse Stone: Night Passage,89,6.3,2006,Thriller
6864,Jesse Stone: Night Passage,89,6.3,2006,Crime
6865,EnfermÃ©s dehors,78,5.9,2006,Comedy
6866,Deliver Us from Evil,101,7.2,2006,Crime
6866,Deliver Us from Evil,101,7.2,2006,Documentary
6867,The Woods,91,5.3,2006,Mystery
6867,The Woods,91,5.3,2006,Horror
6867,The Woods,91,5.3,2006,Thriller
6868,Flicka,95,6.1,2006,Drama
6868,Flicka,95,6.1,2006,Family
6869,The Dark,87,5.2,2006,Horror
6869,The Dark,87,5.2,2006,Thriller
6869,The Dark,87,5.2,2006,Mystery
6870,Peter & the Wolf,32,6.7,2006,Animation
6870,Peter & the Wolf,32,6.7,2006,Family
6870,Peter & the Wolf,32,6.7,2006,Music
6871,Stay Alive,100,5.3,2006,Horror
6871,Stay Alive,100,5.3,2006,Thriller
6872,Les Brigades du Tigre,125,5.8,2006,Action
6872,Les Brigades du Tigre,125,5.8,2006,Adventure
6872,Les Brigades du Tigre,125,5.8,2006,Crime
6873,The Return,85,5.2,2006,Drama
6873,The Return,85,5.2,2006,Thriller
6874,Wicked Little Things,94,4.5,2006,Drama
6874,Wicked Little Things,94,4.5,2006,Horror
6875,Ten Canoes,90,5.9,2006,Adventure
6875,Ten Canoes,90,5.9,2006,Comedy
6875,Ten Canoes,90,5.9,2006,Drama
6876,A Prairie Home Companion,105,6.2,2006,Drama
6876,A Prairie Home Companion,105,6.2,2006,Comedy
6876,A Prairie Home Companion,105,6.2,2006,Music
6877,PrÃªte-moi ta main,90,6.6,2006,Comedy
6877,PrÃªte-moi ta main,90,6.6,2006,Romance
6878,Poltergay,93,4.2,2006,Comedy
6879,The Darwin Awards,94,5.0,2006,Comedy
6879,The Darwin Awards,94,5.0,2006,Romance
6879,The Darwin Awards,94,5.0,2006,Adventure
6880,Going to Pieces: The Rise and Fall of the Slasher Film,88,6.8,2006,Documentary
6880,Going to Pieces: The Rise and Fall of the Slasher Film,88,6.8,2006,Horror
6881,The Road to Guantanamo,95,6.3,2006,Documentary
6881,The Road to Guantanamo,95,6.3,2006,Drama
6882,Glass House: The Good Mother,90,7.7,2006,Drama
6882,Glass House: The Good Mother,90,7.7,2006,Thriller
6883,X-Men: The Last Stand,104,6.2,2006,Adventure
6883,X-Men: The Last Stand,104,6.2,2006,Action
6883,X-Men: The Last Stand,104,6.2,2006,Science Fiction
6883,X-Men: The Last Stand,104,6.2,2006,Thriller
6884,The Hard Corps,110,4.7,2006,Action
6884,The Hard Corps,110,4.7,2006,Adventure
